day,time,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99,100,101,102,103,104,105,106,107,108,109,110,111,112,113,114,115,116,117,118,119,120,121,122,123,124,125,126,127,128,129,130,131,132,133,134,135,136,137,138,139,140,141,142,143,144,145,146,147,148,149,150,151,152,153,154,155,156,157,158,159,160,161,162,163,164,165,166,167,168,169,170,171,172,173,174,175,176,177,178,179,180,181,182,183,184,185,186,187,188,189,190,191,192,193,194,195,196,197,198,199
0,12000,,,,,,,10.788,,,,6.12,9.18,,,7.486,8.262,,,,,,9.308,,,,7.001,,1.131,21.381,,,,,,3.027,,,200.09,157.896,5.048,0.528,,,,,,,,,,,,10.49,,1.9,6.97,1.983,3.4,,,6.148,,,,,106.914,96.84,,,,,,16.093,16.712,4.08,0.158,,,,,,,,,,,95.143,42.245,699.679,819.415,22.27,292.258,242.341,155.174,111.913,86.088,19.847,18.114,,,13.851,,99.96,,387.972,4.08,,,,,,,,,,,4.873,,,,3.315,3.06,,,,,149.94,228.82,,8.751,303.687,0.621,549.801,,57.648,1.146,0.967,,,,,,,,,,25.86,3.889,,,9.633,18.757,,,,93.995,54.021,2.216,,,0.574,0.66,2.04,0.737,1.133,401.354,360.003,305.674,209.683,33.261,1977.25,683.57,678.05,594.15,2263.119,,,,,516.63,,,,80.373,,,,,,,11.55,,,,110.736,5.637,,,,76.5
0,12060,,,,,,,10.914,,,,6.949,7.453,,,5.722,8.528,,,,,,10.88,,,,6.194,,1.077,21.505,,,3.06,,,3.091,,,90.44,282.03,5.033,0.545,,,,,,,,,,,,8.165,,1.275,7.82,1.983,2.21,,,6.235,,,,,105.564,96.328,,1.53,1.53,,,16.177,16.686,,0.171,,,,,,,,,,,94.995,42.802,706.06,838.565,17.997,227.766,250.681,161.812,112.993,77.01,20.055,20.331,,,14.953,,102.816,,338.331,,,3.06,,,,,,,,,4.845,,,,3.57,3.74,,,7.14,,296.82,239.044,,11.691,865.759,0.512,553.908,,75.345,1.002,0.971,,,,,,,,,,27.923,3.744,,,9.643,22.058,,,,86.397,74.422,1.621,,,0.549,0.703,2.04,0.82,0.725,400.985,9.69,169.728,209.246,35.911,9715.677,705.882,706.69,845.24,1448.188,,,,,555.39,,,,83.004,,,,,,,6.863,,,,113.894,5.88,,,,111.18
0,12120,,,,,,,10.483,,,,6.962,7.397,9.18,,6.32,8.127,,,,,,10.455,,,,8.557,,1.253,21.567,,,3.06,,,3.273,,,99.96,378.76,4.98,0.51,,,,,,,,,,,,8.195,,1.402,8.67,3.06,2.295,,,6.153,,,,,105.657,95.643,,,,,5.61,16.313,17.214,3.06,0.153,,,,,,,,,,,94.352,41.739,702.054,838.36,17.923,257.66,246.348,131.379,112.242,60.18,20.382,17.912,,,11.018,,141.652,3.06,352.693,,,,,,,,,,,,6.8,,4.08,,2.958,3.4,,,8.84,,207.57,223.295,,18.774,751.366,0.509,549.901,,62.519,1.095,0.928,,,,,,,,,,25.161,3.955,,,9.682,,,,,93.235,86.283,3.021,,,0.581,0.642,,0.846,0.715,400.124,1296.42,292.74,202.543,31.831,997.808,785.91,610.23,853.795,1502.433,,,,4.08,533.12,,,,72.434,,,,,,,7.551,,,,114.54,8.238,,,,59.84
0,12180,,,,,,,12.131,,,,6.57,8.614,,,7.854,9.989,,,,,,9.18,,,,6.87,,1.025,21.078,,,,,,3.219,,,181.178,256.457,4.849,0.577,,,,,,,,,,,,9.435,,1.445,8.16,1.742,2.04,,,6.099,,,,,105.938,96.486,,1.02,1.02,,,16.256,16.241,13.515,0.156,,,,,,,,,,,94.665,41.256,704.904,829.515,17.194,225.318,264.651,153.952,116.946,80.24,21.056,19.254,,,25.511,,156.4,,349.692,,,13.324,,,,,,,,,9.18,,,,4.08,3.468,,,3.06,,237.66,246.891,,25.727,285.704,0.577,565.506,,69.774,1.383,1.064,,,,,,,,,,25.811,4.048,3.06,244.8,9.741,28.22,,,,93.24,97.44,2.446,,,0.598,0.667,,0.835,1.131,399.634,1725.16,171.7,205.166,30.254,2746.304,1350.423,641.042,769.76,1880.748,,,,3.57,517.65,,,,115.58,,,,,,,8.593,,,,166.397,6.035,,,,60.69
0,12240,,,,,,,11.985,,,,8.026,9.726,,,6.978,8.333,,,,,,10.71,,,,8.323,,1.177,21.428,,,,,,2.979,,,349.35,246.84,5.208,0.483,,,,,,,,,,,,9.554,,1.402,9.435,2.38,2.04,,,6.059,,,,,104.947,95.495,,,,,,16.337,16.684,2.805,0.178,,,,,,,,,,,94.632,43.666,699.771,834.582,18.182,218.152,241.157,162.667,116.174,60.945,19.172,18.047,,,25.453,,102.0,,447.668,,,14.28,,,,,,,,,6.491,,,,3.468,3.74,,,,,121.38,239.445,,10.483,278.403,0.55,520.488,,69.635,1.146,1.089,,,,,,,,,,26.484,3.865,,,9.7,20.74,,,,118.299,104.741,2.791,,,0.642,0.68,2.04,0.904,0.512,399.148,550.97,3.4,210.266,35.008,1310.214,773.415,629.787,738.82,2320.461,,,,10.71,562.36,,,,156.671,,,,,,,7.772,,,,108.602,8.042,,,,45.39
0,12300,,,,,1.02,1.53,11.316,,,,6.868,6.25,,,6.464,8.13,,,,,,12.24,,,,7.905,,1.153,21.459,,,,,,3.088,,,127.5,195.039,4.929,0.561,,,,,,,,,,,,8.437,,1.084,5.865,2.635,2.168,,,6.213,,,,,105.182,95.452,,,,,,16.369,16.82,3.74,0.173,,,,,,,,,,,93.294,46.402,707.423,852.439,20.029,248.242,263.958,162.507,113.384,68.85,19.483,17.556,,,40.693,,100.64,,502.432,8.16,,9.18,,,,,,,,,5.61,,,,2.89,3.4,,,,,142.8,162.407,,26.18,293.184,0.558,540.161,,69.861,1.078,1.16,,,,,,,,,,28.124,3.913,2.04,,9.786,23.023,,,,111.98,124.1,1.728,,,0.683,0.734,1.53,0.824,0.971,400.012,227.205,1015.58,203.344,32.183,3454.188,809.342,624.257,1016.94,1447.664,,,,4.42,594.252,,,,82.467,,,,,,,7.433,,,,106.204,7.019,,,,155.55
0,12360,,,,,,,10.37,,,,6.449,7.494,,,6.852,8.249,,,,,,10.637,574.26,,,6.023,,1.164,21.96,,,,,,3.228,,,113.22,165.852,4.885,0.513,,,,,,,,,,,,8.014,,1.849,9.435,2.125,2.168,,,5.963,,,,,104.745,95.344,,1.02,1.53,,,16.181,16.214,9.18,0.185,,,,,,,,,,,94.595,44.1,712.967,839.448,17.178,270.227,243.21,159.415,111.35,74.985,21.825,18.302,,,13.806,,110.16,,500.179,,,,,,,,,,,,6.12,,,,2.805,3.57,,,1.02,,143.82,248.676,,15.045,276.137,0.556,519.341,,67.202,1.031,0.966,,,,,,,,,,25.851,3.833,,,9.682,20.4,,,,116.636,68.085,1.764,,,0.621,0.674,,0.853,0.685,397.161,2223.6,,215.657,33.097,8144.67,678.436,636.911,813.195,2065.921,,,,,518.16,,,,74.238,,,,,,,9.429,,,,105.613,8.734,,,,98.43
0,12420,,,,,1.02,1.02,11.204,,,,6.726,6.838,5.865,,6.71,10.083,,,,,,13.26,,,,7.933,,1.507,22.018,,,8.16,,,3.139,,,,190.91,5.036,0.547,,,,,,,,,,,,7.557,,2.38,5.78,2.04,2.21,,,6.114,,,,,105.201,95.17,,1.02,1.53,,5.1,16.296,16.694,8.16,0.161,,,,,,,,,,,96.38,50.745,703.828,839.116,14.296,285.561,259.261,162.217,113.446,67.547,22.284,18.013,,,20.986,,99.552,2.55,368.663,3.06,,4.42,,,,,,,,,7.65,,2.55,,6.936,3.4,,,2.55,,214.455,258.287,,14.28,276.595,0.522,530.189,,70.112,1.119,1.33,,,,,,,,,,25.27,3.985,,226.44,9.713,,,,,95.696,66.227,2.218,,,0.738,0.784,1.02,0.923,0.732,399.218,23.46,14.28,210.63,33.097,1259.469,789.182,655.834,767.72,1478.57,,,,,530.655,,,,63.799,,,,,,,8.803,,,,100.446,7.48,,,,
0,12480,,,,,,,10.359,,,,6.983,15.861,8.67,,7.938,9.488,,,,,,10.71,,,,6.175,,1.261,21.115,,,,,,3.074,,,87.267,215.691,5.014,0.563,,,,,,,,,,,,8.08,,1.275,2.55,2.04,2.422,,,6.237,,,,,105.425,96.273,,,,,,16.207,16.21,2.55,0.207,,,,,,,,,,,94.44,45.954,709.129,830.644,13.589,289.525,253.381,162.184,112.967,57.375,19.81,18.544,,,10.622,,125.868,,259.75,,,,,,,,,,,,9.69,,,,2.987,3.4,,,2.04,,264.18,261.347,,22.667,284.063,0.571,527.696,,73.61,1.412,1.079,,,,,,,,,,24.784,3.868,,,9.676,60.18,,,,87.062,115.827,2.239,,,0.699,0.791,1.53,0.893,1.116,402.441,438.6,5.1,217.187,29.525,1189.964,734.797,612.347,997.73,1408.892,,,,4.08,551.82,,,,74.371,,,,,,,7.62,,,,98.735,7.336,,,,84.15
0,12540,,,,,1.02,2.04,10.262,,,,4.683,8.187,3.06,,7.079,7.651,6.332,,,,,9.69,,,,6.813,,1.292,21.821,,,,,,3.219,,,137.7,161.299,4.888,0.535,,,,,,,,,,,,8.404,,0.956,10.965,2.295,2.168,,,6.029,,,,,106.359,96.653,,,,,,16.322,16.848,2.04,0.219,,,,,,,,,,,94.583,47.905,714.394,826.969,13.953,258.258,260.801,164.492,112.912,,20.157,18.135,,,15.798,,106.462,,440.57,,,5.44,,,,,,,,,8.067,,,,3.315,3.315,,,,,163.2,226.707,,16.932,279.33,0.499,562.225,,89.273,1.034,1.429,,,,,,,,,,27.201,3.938,,,9.858,2.04,,,,90.44,80.113,3.07,,,0.628,0.722,1.02,0.973,0.744,404.363,26.52,,210.557,32.182,1813.552,798.745,584.172,856.12,1423.772,,,,,519.034,,,,79.813,,,,,,,9.997,,,,183.181,6.63,,,,
0,12600,,,,,,,9.618,,,,7.208,8.534,7.956,,7.375,8.585,,,,,,12.444,,,,7.438,,1.339,20.346,,,,,,3.065,,,266.803,80.368,5.095,0.509,,,,,,,,,,,,8.16,,1.445,6.46,2.04,2.295,,,6.29,,,,,105.725,95.758,,1.148,1.53,,,16.314,17.031,17.34,0.171,,,,,,,,,,,95.623,43.85,722.952,830.31,13.071,260.015,266.933,154.704,115.299,,22.436,19.446,,,18.936,,192.78,,530.633,2.04,,,,,,,,,,,7.344,,,,3.57,3.315,,,3.06,,245.31,221.096,,16.688,292.067,0.491,549.328,,63.439,1.255,0.93,,,,,,,,,,30.521,4.157,1.36,279.48,9.895,34.68,,,,92.361,76.16,4.08,,,0.621,0.725,1.133,0.884,1.024,402.093,1018.98,4.845,212.16,32.446,2667.268,686.545,827.693,428.74,1358.561,,,,4.08,1574.2,,,,83.213,,,,,,,6.573,,,,112.691,6.044,,,,
0,12660,,,,,,,10.512,,,,5.352,5.954,5.44,,5.86,7.091,,,,,,10.2,,,,6.455,,1.149,21.521,,,,,,2.824,,,210.12,209.553,5.008,0.656,,,,,,,,,,,,9.079,,1.445,4.76,1.998,3.4,,,6.209,,,,,107.614,98.258,,1.02,7.99,,,16.423,16.385,3.06,0.183,,,,,,,,,,,94.846,49.137,698.408,827.855,14.141,239.308,239.077,158.293,115.059,,19.662,18.127,,,33.498,,100.98,,351.018,,,,,,,,,,,,4.845,,,,4.972,3.06,,,1.53,,,231.977,,12.127,1000.789,0.56,520.126,,70.976,1.218,0.986,,,,,,,,,,28.517,4.152,,,9.928,20.4,,,,90.07,67.477,1.658,,,0.563,0.687,2.04,0.913,0.717,403.636,1665.532,15.3,205.894,34.293,9625.742,694.769,693.913,1209.848,1594.575,,,,4.08,532.61,,,,157.597,,,,,,,9.661,,,,112.652,6.188,,,,83.13
0,12720,,,,,,,9.999,,,,6.269,7.301,,,6.096,8.46,,,,,,5.1,,,,5.898,,1.047,21.512,,,2.55,,,2.839,,,113.73,211.752,4.957,0.822,,,,,,,,,,,,7.971,,1.721,10.71,1.87,2.422,,,6.295,,,,,106.637,96.411,,1.02,1.275,,3.4,16.486,17.257,3.4,0.185,,,,,,,,,,,93.525,47.254,706.446,829.099,16.655,320.301,259.326,159.025,113.689,41.82,19.026,17.35,,,30.472,,99.96,3.06,377.287,,,,,,,,,,,,5.355,,3.57,,3.315,4.08,,,3.06,,194.055,233.516,,17.183,788.661,0.505,538.518,,68.729,1.256,1.27,,,,,,,,,,31.921,4.642,,,9.828,20.74,,,,98.449,127.126,2.222,,,0.565,0.673,1.02,0.914,0.811,402.125,4623.66,2224.11,203.053,37.107,1042.05,846.94,610.326,845.138,2625.95,,,,,,,,,91.152,,,,,,,8.449,,,,105.643,6.408,,,,
0,12780,,,,,,,11.152,,,,7.14,7.348,5.865,,6.234,8.129,,,,,,10.2,,,,6.726,,1.164,22.167,,,4.59,,,2.887,,,100.47,141.44,4.905,0.614,,,,,,,,,,,,8.464,,1.445,6.46,1.757,2.21,,,6.209,,,,,105.825,96.674,,3.23,1.7,,2.38,16.393,16.333,27.54,0.16,,,,,,,,,,,95.087,43.015,709.627,835.468,14.199,229.5,245.311,152.039,112.176,76.602,19.89,17.408,,,16.406,,109.344,,399.954,,,,,,,,,,,,6.12,,,,3.57,3.4,,,1.53,,199.92,256.357,,23.715,283.287,0.454,542.501,,58.958,1.118,1.165,,,,,,,,,,25.024,4.014,1.02,,9.81,24.593,,,,104.245,120.321,2.04,,,0.562,0.671,,0.87,1.082,404.169,3.06,21.42,218.644,32.203,4913.16,783.224,606.4,812.94,8271.525,,,,,521.22,,,,85.257,,,,,,,6.322,,,,106.174,6.389,,,,91.8
0,12840,,,,,1.53,1.53,10.914,,,,6.484,8.33,6.528,,7.361,7.716,,,,,,10.2,,,,7.521,,1.33,22.53,,,,,,2.817,,,69.87,166.668,4.866,0.548,,,,,,,,,,,,8.544,,1.466,5.1,2.295,2.295,,,6.174,,,,,103.636,93.862,,1.02,1.02,,,16.348,16.686,4.59,0.169,,,,,,,,,,,93.095,42.336,697.99,834.163,17.993,256.947,268.457,157.231,112.472,,22.354,18.342,,,16.884,,107.1,,521.693,,,,,,,,,,,,7.233,,,,3.57,3.825,,,1.36,,,226.593,,19.72,271.734,0.494,548.351,,68.252,1.158,1.094,,,,,,,,,,26.201,3.836,,,9.83,,,,,100.593,198.73,3.546,,,0.567,0.652,1.53,0.965,0.779,400.182,17.255,213.593,213.763,32.218,5726.571,847.478,622.294,1298.8,7749.529,,,,4.08,529.72,,,,71.214,,,,,,,7.355,,,,106.302,6.983,,,,
0,12900,,,,,,,11.293,,,,6.537,5.914,5.61,,6.463,6.805,,,,,,11.22,,,,6.035,,1.045,23.031,,,,,,2.909,,,146.88,124.848,4.917,0.506,,,,,,,,,,,,8.058,,1.424,4.42,1.53,2.21,,,6.167,,,,,105.663,96.202,,1.275,4.845,,2.04,16.299,16.756,3.91,0.19,,,,,,,,,,,95.551,40.12,714.219,836.591,15.04,293.292,249.615,156.99,112.299,87.72,20.501,18.157,,,34.28,,111.881,,463.31,8.16,,3.57,,,,,,,,,6.324,,,,2.55,4.59,,,2.04,,222.36,213.917,,22.376,276.885,0.483,552.908,,76.91,1.075,0.988,,,,,,,,,,28.029,3.957,,,9.848,,,,,99.902,93.381,2.938,,,0.562,0.634,,0.812,1.012,405.159,409.133,640.602,210.703,33.941,2133.929,649.162,633.989,755.48,8273.76,,,,,1170.195,,,,122.895,,,,,,,7.127,,,,100.418,6.044,,,,96.9
0,12960,,,,,,,9.581,,,,4.768,8.121,4.25,,6.392,8.061,,,,,,7.82,,,,7.213,,1.095,22.548,,,2.04,,,2.975,,,77.01,2.04,4.848,0.453,,,,,,,,,,,,7.582,,1.339,8.67,3.655,2.168,,,6.258,,,,,103.615,94.693,,1.275,1.785,,,16.261,16.125,3.315,0.195,,,,,,,,,,,95.037,48.705,711.623,827.378,16.845,266.876,230.982,162.438,114.163,58.905,20.654,19.25,,,22.39,,97.155,,592.152,,,3.91,,,,,,,,,5.712,,,,2.72,3.57,,,2.04,,314.16,220.618,,19.278,267.473,0.498,545.496,,65.46,1.035,1.197,,,,,,,,,,31.571,3.826,1.02,446.76,9.771,20.173,,,,115.027,174.692,1.712,,,0.548,0.607,1.02,0.786,0.57,401.99,937.833,1045.395,215.074,40.906,11226.713,722.67,633.053,892.67,7180.464,,,,,560.592,,,,95.131,,,,,,,7.3,,,,110.484,5.736,,,,46.41
0,13020,,,,,,,11.262,,,,4.634,5.97,4.76,,6.012,8.833,,,,,,9.792,,,,6.209,,1.283,22.578,,,2.04,,,2.828,,,340.68,287.895,4.97,0.483,,,,,,,,,,,,8.385,,1.615,6.46,1.53,2.21,,,6.135,,,,,105.501,95.233,,1.275,1.53,,10.2,16.338,16.958,2.04,0.183,,,,,,,,,,,93.659,44.005,718.786,841.047,19.221,285.044,255.733,159.59,113.363,,19.87,18.261,,,45.37,,102.128,3.06,416.874,,,4.08,,,,,,,,,6.502,,6.12,,9.69,3.672,,,,,158.865,220.343,,11.084,278.677,0.501,482.327,,60.173,1.156,1.129,,,,,,,,,,27.92,3.809,,,9.911,22.44,,,,105.687,127.67,2.022,,,0.55,0.618,1.53,0.94,0.803,402.509,1859.8,1942.299,207.716,32.71,1305.134,739.727,676.337,1023.57,1622.298,,,,4.08,527.34,,,,94.045,,,,,,,7.417,,,,105.6,5.894,,,,103.02
0,13080,,,,,,,11.594,,,,5.525,8.33,10.072,,7.503,8.105,,,,,,11.22,,,,6.12,,1.68,21.835,,,3.06,,,2.812,,,97.792,450.075,5.026,0.541,,,,,,,,,,,,10.444,,1.211,6.63,2.04,2.04,,,6.211,,,,,104.379,95.36,,1.02,2.04,,,16.35,17.137,2.244,0.215,,,,,,,,,,,92.325,59.601,715.447,831.519,18.132,267.92,243.366,158.823,115.602,89.25,20.734,17.767,,,26.776,,99.45,,473.268,,,7.14,,,,,,,,,8.67,,,,3.57,3.57,,,1.7,,,249.135,,12.036,276.123,0.448,545.246,,75.077,1.299,1.119,,,,,,,,,,26.87,3.859,,,9.834,19.006,,,,102.776,89.964,2.649,,,0.549,0.623,2.04,0.833,1.084,401.032,72.08,2285.055,209.246,32.57,1369.335,1729.24,591.833,759.22,1418.552,,,,4.08,579.87,,,,108.635,,,,,,,7.328,,,,107.708,7.559,,,,90.78
0,13140,,,,,,,11.072,,,,6.77,6.066,,,7.147,7.327,,,,,,10.54,,,,7.117,,1.187,21.823,,,,,,2.975,,,,483.82,5.173,1.132,,,,,,,,,,,,9.931,,1.275,4.76,1.53,2.38,,,6.356,,,,,105.627,95.331,,1.02,1.19,,,16.359,16.762,8.415,0.21,,,,,,,,,,,95.759,40.209,706.628,829.416,18.857,342.784,264.763,150.45,112.892,,21.291,19.019,,,16.939,,154.02,,542.851,,,11.22,,,,,,,,,7.789,,,,2.55,4.59,,,1.02,,176.46,211.65,,8.91,293.092,0.444,501.409,,74.286,1.806,1.039,,,,,,,,,,25.72,3.996,,,9.852,18.36,,,,100.872,121.223,3.521,,,0.53,0.603,7.593,0.843,0.823,401.034,11.73,2465.0,220.539,36.775,1314.905,767.04,1007.485,793.22,2208.123,,,,,553.52,,,,184.695,,,,,,,6.772,,,,197.188,7.055,,,,91.12
0,13200,,,,,,,9.062,,,,7.114,10.098,8.67,,6.872,8.51,9.18,,,,,10.54,,,,8.882,,1.103,21.287,,,,,,2.912,,,130.9,274.607,4.973,0.626,,,,,,,,,,,,9.167,,1.148,6.97,2.38,2.55,,,6.117,,,,,104.994,95.393,,1.19,1.785,,,16.413,17.05,15.64,0.184,,,,,,,,,,,93.92,46.142,700.813,831.822,14.773,312.913,260.555,160.839,113.846,76.5,21.188,17.811,,,28.923,,99.96,,261.751,9.18,,4.08,,,,,,,,,7.047,,,,3.06,4.08,,,1.658,,,229.908,,7.913,294.928,0.408,524.385,,73.623,1.182,0.973,,,,,,,,,,28.279,4.052,,210.12,9.792,22.95,,,,125.43,99.365,3.4,,,0.546,0.627,1.02,0.832,0.935,402.904,768.003,326.91,211.65,31.446,5774.861,674.73,615.182,700.272,1485.46,,,,4.08,512.914,,,,104.908,,,,,,,7.034,,,,227.389,7.047,,,,
0,13260,,,,,,,9.771,,,,6.92,6.171,7.038,,5.928,8.136,,,,,,11.475,,,,6.873,,1.093,22.49,,,,,,2.75,,,,241.23,4.703,0.57,,,,,,,,,,,,8.95,,1.594,8.5,2.267,2.21,,,6.235,,,,,104.708,95.29,,1.02,1.87,,,16.537,16.891,2.72,0.247,,,,,,,,,,,92.87,44.481,706.191,848.841,16.296,247.35,250.45,156.998,113.325,,20.842,17.735,,,82.386,,137.445,,348.521,,,,,,,,,,,,6.477,,,,4.42,5.1,,,1.53,,240.21,207.723,,14.936,911.896,0.475,534.112,,59.618,1.157,1.01,,,,,,,,,,31.835,3.902,1.53,,9.894,36.72,,,,115.037,89.59,2.932,,,0.551,0.639,1.02,0.862,0.581,402.79,375.36,499.12,201.231,33.414,7599.837,689.248,703.436,798.15,1525.923,,,,4.08,511.166,,,,154.775,,,,,,,6.226,,,,105.121,6.244,,,,82.11
0,13320,,,,,,,12.531,,,,6.347,7.125,8.721,,6.325,9.001,,,,,,10.54,,,,7.452,,1.09,21.804,,,2.04,,,3.037,,,98.43,164.22,4.94,0.649,,,,,,,,,,,,8.944,,2.359,4.08,2.338,2.168,,,6.128,,,,,106.977,97.004,,1.19,1.7,,2.55,16.351,16.775,2.21,0.208,,,,,,,,,,,93.704,41.184,702.376,842.143,19.4,247.237,252.772,148.67,112.538,233.835,21.615,17.712,,,10.16,,138.38,3.57,360.908,,,,,,,,,,,,5.974,,3.06,,3.06,5.1,,,3.06,,186.532,223.89,,15.6,868.705,0.389,546.472,,76.796,0.96,0.97,,,,,,,,,,26.26,3.894,2.04,,9.833,22.78,,,,118.304,95.88,2.805,,,0.54,0.638,2.04,0.91,0.882,403.282,266.22,247.35,206.987,31.761,1579.799,732.53,650.795,827.538,1545.04,,,,,492.547,,,,80.627,,,,,,,7.871,,,,101.853,6.5,,,,52.53
0,13380,,,,,,,10.71,,,,6.849,7.67,8.33,,6.847,8.485,,,,,,11.22,,,,6.715,,1.141,22.572,,,,,,2.851,,,175.44,149.736,4.873,0.624,,,,,,,,,,,,8.84,,1.19,6.12,2.153,2.38,,,6.147,,,,,105.051,95.587,,1.275,1.785,,,16.367,16.789,3.876,0.265,,,,,,,,,,,91.173,48.304,695.999,829.743,17.008,266.086,251.208,147.511,113.587,59.415,20.34,18.326,,,20.448,,154.224,,418.501,,,6.12,,,,,,,,,14.79,,,,4.08,4.845,,,1.53,,184.62,243.44,,6.256,293.24,0.522,533.859,,64.515,1.191,0.99,,,,,,,,,,30.266,3.782,2.04,,9.911,18.36,,,,110.097,86.828,1.682,,,0.599,0.684,1.53,0.837,0.759,404.254,22.95,15.3,214.054,32.432,1974.688,769.029,626.273,1308.83,1323.95,,,,4.08,548.76,,,,69.357,,,,,,,8.35,,,,113.175,6.55,,,,76.5
0,13440,,,,,,,11.163,,,,5.992,8.84,5.44,,7.499,8.839,,,,,,11.56,,,,8.354,,1.125,22.33,,,,,,2.736,,,87.38,260.865,5.109,0.583,,,,,,,,,,,,9.482,,2.295,8.925,2.678,2.55,,,6.126,,,,,104.794,94.645,,1.02,1.02,,,16.385,16.866,2.04,0.219,,,,,,,,,,,93.382,48.177,706.683,843.207,16.993,242.193,245.547,146.671,113.606,73.44,19.827,17.563,,,24.868,,89.76,,515.085,,,7.65,,,,,,,,,8.568,,,,4.08,4.08,,,,,268.26,219.628,,9.35,282.382,0.488,519.883,,74.766,1.119,1.022,,,,,,,,,,25.819,3.671,1.02,,9.8,26.52,,,,112.172,171.03,,,,0.541,0.642,1.53,0.95,0.649,400.665,14.79,5.1,204.219,31.55,1921.612,778.124,614.721,780.64,2546.6,,,,3.57,502.18,,,,78.446,,,,,,,8.156,,,,183.552,7.928,,,,104.04
0,13500,,,,,,,10.866,,,,5.822,7.136,7.038,,7.267,8.542,,,,,,14.28,,,,7.593,,1.282,21.621,,,,,,2.833,,,167.28,238.0,4.911,0.557,,,,,,,,,,,,7.708,,1.275,5.1,1.983,2.04,,,6.069,,,,,104.522,95.035,,0.85,1.7,,,16.388,16.819,8.33,0.185,,,,,,,,,,,100.334,57.471,715.738,830.578,18.988,313.604,260.157,146.715,114.931,79.56,22.802,18.616,,,18.631,,119.978,,391.587,9.18,,7.65,,,,,,,,,5.327,,,,3.4,,,,2.04,,144.84,261.266,,11.594,283.812,0.432,531.98,,58.401,1.046,1.022,,,,,,,,,,27.063,3.802,,,9.729,19.992,,,,131.469,148.046,2.592,,,0.547,0.618,1.275,0.901,0.88,401.169,153.204,3.06,208.663,34.293,2612.897,826.115,598.276,865.98,1808.51,,,,4.08,487.22,,,,81.433,,,,,,,8.061,,,,194.071,6.909,,,,102.0
0,13560,,,,,,,11.744,,,,7.74,6.95,6.233,,7.089,7.928,10.2,,,,,10.2,12268.05,,,5.695,,1.209,22.558,,,,,,2.806,,,94.18,441.66,4.903,0.554,,,,,,,,,,,,9.19,,1.666,6.885,2.253,2.295,,,6.125,,,,,106.64,96.763,,1.02,2.04,,,16.416,16.926,3.06,0.191,,,,,,,,,,,97.706,49.873,715.118,841.174,14.76,259.358,259.466,154.066,111.732,44.88,20.477,18.0,,,15.718,,109.905,,212.398,,,,,,,,,,,,6.069,,,,4.08,4.42,,,3.57,649.4,313.14,242.76,,12.434,278.184,0.454,511.662,,74.677,1.142,1.074,,,,,,,,,,32.748,3.728,,,9.821,19.635,,,,110.617,59.103,2.244,,,0.552,0.631,,0.929,0.487,401.727,4.08,7.14,206.769,34.223,11832.985,712.413,654.664,1245.165,1419.675,,,,4.08,,,,,100.648,,,,,,,6.848,,,,110.773,7.611,,,,53.04
0,13620,,,,,,,11.815,,,,6.97,6.789,6.46,,6.528,9.483,,,,,,11.05,,,,7.395,,1.116,22.77,,,2.55,,,2.877,,,243.1,130.779,4.803,0.409,,,,,,,,,,,,10.015,,1.211,7.48,1.7,2.21,,,6.297,,,,,103.289,93.952,,,,,5.1,16.437,16.706,8.925,0.197,,,,,,,,,,,98.744,48.578,699.883,833.844,16.95,288.433,242.797,161.489,111.496,57.12,19.784,18.491,,,22.679,,111.69,4.08,494.635,,,4.59,,,,,,,,,8.451,,3.06,,4.08,,,,2.04,409.7,186.915,228.072,,11.22,274.916,0.46,535.629,,65.545,1.073,1.008,,,,,,,,,,26.299,3.911,,,9.863,21.42,,,,103.261,98.473,3.573,,,0.538,0.625,1.785,0.829,0.962,401.651,136.68,4.76,213.107,31.444,1331.124,703.222,651.338,842.86,2124.43,,,,,1801.83,,,,79.031,,,,,,,8.913,,,,111.055,5.553,,,,98.94
0,13680,,,,,,,10.158,,,,6.928,7.028,8.364,,7.758,10.2,,,,,,10.88,,,,8.925,,1.049,23.106,,,,,,3.004,,,90.667,183.09,4.999,0.484,,,,,,,,,,,,9.667,,1.339,8.415,2.082,1.912,,,6.088,,,,,105.825,96.165,,,,,,16.308,16.163,3.57,0.161,,,,,,,,,,,100.533,46.549,710.463,842.634,17.58,245.65,254.11,148.586,112.74,105.06,20.088,18.926,,,24.597,,,,362.675,,,,,,,,,,,,11.73,,,,6.12,4.08,,,1.87,327.129,255.34,251.328,,13.983,291.664,0.419,546.771,,61.157,1.076,0.937,,,,,,,,,,25.33,3.596,,,9.793,20.4,,,,115.922,132.875,2.492,,,0.606,0.676,,0.848,0.853,401.959,4.08,319.005,218.717,30.982,3394.746,768.655,824.723,866.745,1471.687,,,,,531.42,,,,76.262,,,,,,,9.622,,,,108.838,7.763,,,,59.16
